ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
633,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:1529(_get_default_edgecolor)
633,0.001,0.000,0.046,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:1535(set_color)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\pyplot.py:212(_get_required_interactive_framework)
1,0.000,0.000,0.854,0.854,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\pyplot.py:313(new_figure_manager)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\pyplot.py:304(_warn_if_gui_out_of_main_thread)
427,0.001,0.000,45.779,0.107,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:72(draw_wrapper)
93594,0.150,0.000,0.893,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:82(_stale_axes_callback)
46983,0.512,0.000,0.840,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:99(__init__)
3846,0.004,0.000,0.006,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:191(<genexpr>)
1282,0.005,0.000,0.015,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:188(have_units)
88614,0.066,0.000,0.234,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:193(convert_xunits)
88614,0.054,0.000,0.175,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:205(convert_yunits)
451504,0.101,0.000,0.101,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:217(axes)
58691,0.034,0.000,0.034,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:222(axes)
1181599/985037,1.128,0.000,2.034,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:241(stale)
270647,0.265,0.000,0.919,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:356(pchanged)
4522,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:369(is_transform_set)
44680,0.068,0.000,0.288,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:377(set_transform)
44135,0.039,0.000,0.049,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:390(get_transform)
427,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:583(get_url)
422,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:587(set_url)
6054,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:597(get_gid)
3288,0.005,0.000,0.009,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:611(get_snap)
3288,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:650(get_sketch_params)
4773,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:706(get_path_effects)
855,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:709(get_figure)
45505,0.071,0.000,0.236,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:713(set_figure)
3590,0.005,0.000,0.018,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:737(set_clip_box)
35339,0.460,0.000,6.338,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:749(set_clip_path)
1485,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:811(get_alpha)
20773,0.009,0.000,0.009,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:818(get_visible)
1182026,0.280,0.000,0.280,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:822(get_animated)
427,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:837(get_clip_on)
427,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:841(get_clip_box)
1776,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:845(get_clip_path)
3165,0.004,0.000,0.015,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:859(set_clip_on)
5200,0.011,0.000,0.065,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:876(_set_gc_clip)
17234,0.007,0.000,0.007,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:886(get_rasterized)
17234,0.006,0.000,0.006,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:911(get_agg_filter)
9290,0.027,0.000,0.094,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:952(set_alpha)
1055,0.004,0.000,0.023,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:970(_set_alpha_for_array)
37207,0.044,0.000,0.189,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:993(set_visible)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:1025(set_in_layout)
93405,1.036,0.000,4.721,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:1038(update)
1689,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:1070(get_label)
1689,0.004,0.000,0.015,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:1074(set_label)
427,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:1090(get_zorder)
15421,0.025,0.000,0.097,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:1094(set_zorder)
876,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:1109(sticky_edges)
8,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:1160(<genexpr>)
50744,0.132,0.000,8.497,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:1152(set)
4522,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\artist.py:1279(mouseover)
46983,0.037,0.000,0.072,0.000,<string>:1(__new__)
14348,0.053,0.000,0.491,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\cm.py:163(get_cmap)
1688,0.012,0.000,0.130,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\cm.py:246(__init__)
422,0.001,0.000,2.741,0.006,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\cm.py:269(_scale_norm)
427,0.005,0.000,0.005,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\cm.py:293(to_rgba)
427,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\cm.py:374(get_array)
1688,0.003,0.000,0.073,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\cm.py:423(set_cmap)
1688,0.011,0.000,0.038,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\cm.py:437(set_norm)
422,0.003,0.000,2.739,0.006,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\cm.py:469(autoscale_None)
1266,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\cm.py:486(_check_update)
422,0.002,0.000,0.013,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\cm.py:493(changed)
17201,0.011,0.000,0.011,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\cycler.py:239(__iter__)
1487,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\cycler.py:386(<dictcomp>)
1487,0.026,0.000,0.044,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\cycler.py:364(by_key)
633,0.005,0.000,0.446,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:1020(__init__)
633,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:1039(set_paths)
1274,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:1043(get_paths)
1266,0.006,0.000,0.023,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:730(set_antialiased)
633,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:743(_get_default_antialiased)
3165,0.014,0.000,0.168,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:767(_set_facecolor)
1266,0.004,0.000,0.062,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:774(set_facecolor)
1923,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:791(get_facecolor)
1923,0.003,0.000,0.004,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:794(get_edgecolor)
3798,0.039,0.000,0.232,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:804(_set_edgecolor)
1899,0.004,0.000,0.134,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:823(set_edgecolor)
633,0.003,0.000,0.068,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:841(set_alpha)
1282,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:866(_set_mappable_flags)
1282,0.008,0.000,0.179,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:900(update_scalarmappable)
1274,0.033,0.000,0.047,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:985(set_sizes)
641,0.004,0.000,3.671,0.006,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:1009(draw)
2555,0.002,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:226(get_transforms)
2548,0.004,0.000,0.004,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:229(get_offset_transform)
1266,0.032,0.000,0.661,0.001,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:236(get_datalim)
1282,0.011,0.000,0.052,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:307(_prepare_points)
1282,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:382(<genexpr>)
1282,0.060,0.000,4.093,0.003,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:344(draw)
1266,0.001,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:422(set_pickradius)
1266,0.002,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:474(set_urls)
641,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:534(get_hatch)
1266,0.004,0.000,0.009,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\collections.py:497(set_hatch)
29589,0.053,0.000,0.081,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:32(_get_dash_pattern)
2402,0.020,0.000,0.020,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:70(<listcomp>)
52916,0.082,0.000,0.152,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:66(_scale_dashes)
3259,0.010,0.000,0.010,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\hatch.py:189(_validate_hatch_pattern)
34423,0.070,0.000,1.239,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:220(__init__)
20274,0.569,0.000,5.024,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:276(__init__)
20274,0.024,0.000,0.067,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:496(set_pickradius)
20274,0.018,0.000,0.038,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:541(set_markevery)
20274,0.026,0.000,0.035,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:632(axes)
20274,0.041,0.000,0.125,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:641(set_data)
6758,0.170,0.000,0.744,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:660(recache)
20274,0.046,0.000,0.177,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:726(set_transform)
6758,0.015,0.000,0.759,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1016(get_path)
20274,0.019,0.000,0.036,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1033(set_antialiased)
20274,0.060,0.000,0.404,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1045(set_color)
20274,0.043,0.000,0.082,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1058(set_drawstyle)
20274,0.042,0.000,0.088,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1093(set_linewidth)
20274,0.119,0.000,0.226,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1111(set_linestyle)
13516,0.041,0.000,0.674,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1159(set_marker)
20274,0.018,0.000,0.034,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1173(set_markeredgecolor)
20274,0.024,0.000,0.049,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1188(set_markeredgewidth)
20274,0.052,0.000,0.521,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1203(set_markerfacecolor)
20274,0.039,0.000,0.325,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1217(set_markerfacecoloralt)
20274,0.025,0.000,0.041,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1231(set_markersize)
50685,0.060,0.000,0.113,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1245(set_xdata)
50685,0.044,0.000,0.088,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1257(set_ydata)
20274,0.035,0.000,0.075,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1314(set_dash_joinstyle)
20274,0.029,0.000,0.073,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1328(set_solid_joinstyle)
20274,0.055,0.000,0.117,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1358(set_dash_capstyle)
20274,0.029,0.000,0.067,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\lines.py:1372(set_solid_capstyle)
68846,0.171,0.000,0.609,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:238(_recache)
633,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:257(is_filled)
14149,0.005,0.000,0.005,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:260(get_fillstyle)
34423,0.087,0.000,0.161,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:267(_set_fillstyle)
34423,0.192,0.000,1.007,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:296(_set_marker)
633,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:337(get_path)
633,0.001,0.000,0.007,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:346(get_transform)
20274,0.008,0.000,0.008,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:372(_set_nothing)
633,0.001,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:433(_half_fill)
633,0.005,0.000,0.026,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:436(_set_circle)
633,0.001,0.000,0.028,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:462(_set_point)
3379,0.014,0.000,0.085,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:683(_set_tickleft)
3379,0.011,0.000,0.069,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:689(_set_tickright)
3379,0.011,0.000,0.069,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:697(_set_tickup)
3379,0.014,0.000,0.086,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\markers.py:703(_set_tickdown)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\pyplot.py:320(draw_if_interactive)
1,0.000,0.000,0.854,0.854,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\pyplot.py:675(figure)
104243,0.106,0.000,0.328,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\pyplot.py:822(_auto_draw_if_interactive)
5,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\pyplot.py:843(gcf)
1,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\pyplot.py:862(get_fignums)
1,0.000,0.000,0.002,0.002,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\pyplot.py:901(close)
5,0.000,0.000,0.664,0.133,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\pyplot.py:963(savefig)
1708,0.001,0.000,0.002,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\image.py:124(<genexpr>)
854,0.038,0.000,28.074,0.033,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\image.py:161(_resample)
854,7.492,0.009,7.523,0.009,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\image.py:202(_rgb_to_rgba)
854/427,0.013,0.000,45.227,0.106,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\image.py:114(_draw_list_compositing_images)
2,0.000,0.000,0.001,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:171(_cached_realpath)
2970,0.003,0.000,0.004,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\text.py:25(_wrap_text)
32532,0.287,0.000,1.209,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:638(__init__)
16268,0.024,0.000,0.642,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:674(_from_any)
11840,0.052,0.000,0.082,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:697(__hash__)
2741,0.003,0.000,0.036,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:708(__eq__)
12538,0.004,0.000,0.004,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:714(get_family)
12538,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:726(get_style)
12538,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:733(get_variant)
12538,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:739(get_weight)
12538,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:748(get_stretch)
698,0.000,0.000,0.000,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:756(get_size)
18190,0.005,0.000,0.005,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:762(get_size_in_points)
11842,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:765(get_file)
32532,0.038,0.000,0.082,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:781(set_family)
32532,0.063,0.000,0.127,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:794(set_style)
32532,0.052,0.000,0.106,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:804(set_variant)
32534,0.146,0.000,0.170,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:813(set_weight)
32532,0.104,0.000,0.130,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:831(set_stretch)
47529,0.109,0.000,0.160,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:849(set_size)
32532,0.011,0.000,0.011,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:874(set_file)
11840,0.003,0.000,0.003,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:894(get_math_fontfamily)
32532,0.025,0.000,0.050,0.000,C:\Users\daiki\PycharmProjects\openpifpaf_fall_debug\venv\lib\site-packages\matplotlib\font_manager.py:902(set_math_fontfamily)
